NDVI,Rainfall_mm,Temperature_C,Elevation_m,Slope_Degrees,Soil_Moisture,Evapotranspiration_mm,Crop_Beans,Crop_Cowpeas,Crop_Irish Potatoes,Crop_Maize,Crop_Pigeon Peas,Crop_Sorghum,Crop_Sweet Potatoes,Crop_Wheat
0.566200152,1304.765822,29.3366161,2008.71699,6.890073272,0.302584085,948.6173545,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.72984089,2095.337929,26.58007222,1877.297522,8.05204414,0.425517366,1134.201688,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.640019618,2043.829544,30.51793474,1262.020072,3.676658336,0.39666656,802.273137,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.611018168,1543.127255,29.1125637,1954.223384,5.473983856,0.386798772,961.1144262,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.511465381,1158.20153,32.7862135,1322.382898,8.685413318,0.180698342,677.9957578,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.633829542,2260.662676,30.65910802,1215.086726,3.502162173,0.358131112,830.7482482,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.663305792,1806.545019,26.87784283,1502.33557,8.409020782,0.356219438,1007.535599,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.656151183,1896.994452,31.09547256,1334.117324,3.897807188,0.340509409,945.3882839,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.662336846,2380.576329,29.12303597,1492.960212,4.231107561,0.350524949,979.6679346,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.523120898,1583.189813,33.11947726,171.0379296,3.745455583,0.256785594,881.2120238,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.562244565,1838.257432,30.22540499,1214.482579,3.623956311,0.361009173,730.6726291,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.441808192,1035.645834,34.34149216,872.9373078,4.788637082,0.251983666,536.0441593,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.504077362,1449.050049,33.82110301,220.4735437,3.411256644,0.244856359,787.7668519,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.594352445,771.0828561,31.37002303,16.28466401,2.140860698,0.227114368,1021.488117,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.450595394,1150.277556,32.31203894,1317.372316,6.150297288,0.256858386,561.6231138,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.458708215,1003.934405,33.3681412,1108.702151,6.027175625,0.253284928,558.041986,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.317691032,510.2983246,37.96413078,502.0116105,3.695320446,0.178765788,371.8074548,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.53934673,1667.029435,33.20251034,1143.095259,6.098267161,0.234108235,733.0603758,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.606202364,1731.553849,31.21131597,1341.39191,4.142688741,0.327251263,916.2274483,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.603391611,1578.438984,28.97296768,1380.845178,10.67861964,0.290522517,903.269409,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.64267761,1977.391475,30.75805779,1247.002109,3.684570518,0.388356252,817.1623559,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.446319081,980.9042413,34.24972166,749.5203831,4.848806515,0.227488623,580.5618197,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.503344932,698.238308,32.70070189,69.6510109,2.244847419,0.22032624,791.8691719,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.506208232,1531.96407,34.38878965,865.9499646,6.795469586,0.262994952,662.2047133,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.595582782,1365.396041,28.31127102,1833.934468,12.23410077,0.223164472,863.2982395,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.684520865,1679.283028,28.24442321,1916.710027,5.532031942,0.389263511,1107.972319,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.633177937,1858.12925,29.48999702,1726.035415,5.3591026,0.393338245,969.1869121,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.663300067,1689.468742,22.79988705,2605.332058,13.0310199,0.324696516,1034.698548,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.684456073,1881.279276,25.86446836,1617.385225,8.406422466,0.370931692,1066.983304,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.409260038,896.0420166,33.65217124,1588.006089,5.027760625,0.304990386,544.4860432,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.701234256,1771.776952,26.62774295,2123.912092,9.160426567,0.339935868,1098.954002,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.656854028,1564.307757,24.22405093,2264.417981,8.420886668,0.348424689,1090.992237,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
